"iGEM_ID";"composition";"Locus";"Type";"length"
"BBa_J24760";"BBa_E0032";"5000--5761";"brick";5898
"BBa_J24760";"BBa_J06505";"1906--2628";"brick";5898
"BBa_J24760";"BBa_J24686";"1175--1879";"brick";5898
"BBa_J24760";"BBa_C0040";"1195--1879";"brick";5898
"BBa_J24760";"BBa_R0010";"1--200";"brick";5898
"BBa_J24760";"BBa_B0010";"2637--2716";"brick";5898
"BBa_J24760";"BBa_B0010";"5770--5849";"brick";5898
"BBa_J24760";"BBa_R0040";"2774--2827";"brick";5898
"BBa_J24760";"BBa_B0012";"2725--2765";"brick";5898
"BBa_J24760";"BBa_B0012";"5858--5898";"brick";5898
"BBa_J24760";"BBa_B0031";"1175--1188";"brick";5898
"BBa_J24760";"BBa_B0032";"3802--3814";"brick";5898
"BBa_J24760";"BBa_B0034";"209--220";"brick";5898
"BBa_J24760";"BBa_B0034";"1888--1899";"brick";5898
"BBa_J24760";"BBa_B0034";"2836--2847";"brick";5898
"BBa_J24760";"BBa_B0034";"4982--4993";"brick";5898
"BBa_J24761";"BBa_J24731";"2774--5897";"brick";5897
"BBa_J24761";"BBa_J24720";"1--2765";"brick";5897
"BBa_J24761";"BBa_J24713";"3802--5897";"brick";5897
"BBa_J24761";"BBa_J24705";"1175--2765";"brick";5897
"BBa_J24761";"BBa_J24685";"3802--4972";"brick";5897
"BBa_J24761";"BBa_J24693";"1--1166";"brick";5897
"BBa_J24761";"BBa_C0012";"3820--4947";"brick";5897
"BBa_J24761";"BBa_J24696";"2774--3793";"brick";5897
"BBa_J24761";"BBa_J24682";"2836--3793";"brick";5897
"BBa_J24761";"BBa_C0080";"227--1166";"brick";5897
"BBa_J24761";"BBa_C0080";"2854--3793";"brick";5897
"BBa_J24761";"BBa_J24704";"4981--5897";"brick";5897
"BBa_J24761";"BBa_J24702";"1888--2765";"brick";5897
"BBa_J24761";"BBa_E0032";"4999--5760";"brick";5897
"BBa_J24761";"BBa_J06505";"1906--2628";"brick";5897
"BBa_J24761";"BBa_J24686";"1175--1879";"brick";5897
"BBa_J24761";"BBa_C0040";"1195--1879";"brick";5897
"BBa_J24761";"BBa_R0010";"1--200";"brick";5897
"BBa_J24761";"BBa_B0010";"2637--2716";"brick";5897
"BBa_J24761";"BBa_B0010";"5769--5848";"brick";5897
"BBa_J24761";"BBa_R0040";"2774--2827";"brick";5897
"BBa_J24761";"BBa_B0012";"2725--2765";"brick";5897
"BBa_J24761";"BBa_B0012";"5857--5897";"brick";5897
"BBa_J24761";"BBa_B0031";"1175--1188";"brick";5897
"BBa_J24761";"BBa_B0034";"209--220";"brick";5897
"BBa_J24761";"BBa_B0034";"1888--1899";"brick";5897
"BBa_J24761";"BBa_B0034";"2836--2847";"brick";5897
"BBa_J24761";"BBa_B0034";"3802--3813";"brick";5897
"BBa_J24761";"BBa_B0034";"4981--4992";"brick";5897
"BBa_J24762";"BBa_J24729";"2773--5898";"brick";5898
"BBa_J24762";"BBa_J24721";"1--2764";"brick";5898
"BBa_J24762";"BBa_J24711";"3801--5898";"brick";5898
"BBa_J24762";"BBa_J24706";"1175--2764";"brick";5898
"BBa_J24762";"BBa_J24683";"3801--4973";"brick";5898
"BBa_J24762";"BBa_J24693";"1--1166";"brick";5898
"BBa_J24762";"BBa_C0012";"3821--4948";"brick";5898
"BBa_J24762";"BBa_J24696";"2773--3792";"brick";5898
"BBa_J24762";"BBa_J24682";"2835--3792";"brick";5898
"BBa_J24762";"BBa_C0080";"227--1166";"brick";5898
"BBa_J24762";"BBa_C0080";"2853--3792";"brick";5898
"BBa_J24762";"BBa_J24704";"4982--5898";"brick";5898
"BBa_J24762";"BBa_J24702";"1887--2764";"brick";5898
"BBa_J24762";"BBa_E0032";"5000--5761";"brick";5898
"BBa_J24762";"BBa_J06505";"1905--2627";"brick";5898
"BBa_J24762";"BBa_J24687";"1175--1878";"brick";5898
"BBa_J24762";"BBa_C0040";"1194--1878";"brick";5898
"BBa_J24762";"BBa_R0010";"1--200";"brick";5898
"BBa_J24762";"BBa_B0010";"2636--2715";"brick";5898
"BBa_J24762";"BBa_B0010";"5770--5849";"brick";5898
"BBa_J24762";"BBa_R0040";"2773--2826";"brick";5898
"BBa_J24762";"BBa_B0012";"2724--2764";"brick";5898
"BBa_J24762";"BBa_B0012";"5858--5898";"brick";5898
"BBa_J24762";"BBa_B0031";"3801--3814";"brick";5898
"BBa_J24762";"BBa_B0032";"1175--1187";"brick";5898
"BBa_J24762";"BBa_B0034";"209--220";"brick";5898
"BBa_J24762";"BBa_B0034";"1887--1898";"brick";5898
"BBa_J24762";"BBa_B0034";"2835--2846";"brick";5898
"BBa_J24762";"BBa_B0034";"4982--4993";"brick";5898
"BBa_J24763";"BBa_J24730";"2773--5897";"brick";5897
"BBa_J24763";"BBa_J24721";"1--2764";"brick";5897
"BBa_J24763";"BBa_J24712";"3801--5897";"brick";5897
"BBa_J24763";"BBa_J24706";"1175--2764";"brick";5897
"BBa_J24763";"BBa_J24684";"3801--4972";"brick";5897
"BBa_J24763";"BBa_J24693";"1--1166";"brick";5897
"BBa_J24763";"BBa_C0012";"3820--4947";"brick";5897
"BBa_J24763";"BBa_J24696";"2773--3792";"brick";5897
"BBa_J24763";"BBa_J24682";"2835--3792";"brick";5897
"BBa_J24763";"BBa_C0080";"227--1166";"brick";5897
"BBa_J24763";"BBa_C0080";"2853--3792";"brick";5897
"BBa_J24763";"BBa_J24704";"4981--5897";"brick";5897
"BBa_J24763";"BBa_J24702";"1887--2764";"brick";5897
"BBa_J24763";"BBa_E0032";"4999--5760";"brick";5897
"BBa_J24763";"BBa_J06505";"1905--2627";"brick";5897
"BBa_J24763";"BBa_J24687";"1175--1878";"brick";5897
"BBa_J24763";"BBa_C0040";"1194--1878";"brick";5897
"BBa_J24763";"BBa_R0010";"1--200";"brick";5897
"BBa_J24763";"BBa_B0010";"2636--2715";"brick";5897
"BBa_J24763";"BBa_B0010";"5769--5848";"brick";5897
"BBa_J24763";"BBa_R0040";"2773--2826";"brick";5897
"BBa_J24763";"BBa_B0012";"2724--2764";"brick";5897
"BBa_J24763";"BBa_B0012";"5857--5897";"brick";5897
"BBa_J24763";"BBa_B0032";"1175--1187";"brick";5897
"BBa_J24763";"BBa_B0032";"3801--3813";"brick";5897
"BBa_J24763";"BBa_B0034";"209--220";"brick";5897
"BBa_J24763";"BBa_B0034";"1887--1898";"brick";5897
"BBa_J24763";"BBa_B0034";"2835--2846";"brick";5897
"BBa_J24763";"BBa_B0034";"4981--4992";"brick";5897
"BBa_J24764";"BBa_J24731";"2773--5896";"brick";5896
"BBa_J24764";"BBa_J24721";"1--2764";"brick";5896
"BBa_J24764";"BBa_J24713";"3801--5896";"brick";5896
"BBa_J24764";"BBa_J24706";"1175--2764";"brick";5896
"BBa_J24764";"BBa_J24685";"3801--4971";"brick";5896
"BBa_J24764";"BBa_J24693";"1--1166";"brick";5896
"BBa_J24764";"BBa_C0012";"3819--4946";"brick";5896
"BBa_J24764";"BBa_J24696";"2773--3792";"brick";5896
"BBa_J24764";"BBa_J24682";"2835--3792";"brick";5896
"BBa_J24764";"BBa_C0080";"227--1166";"brick";5896
"BBa_J24764";"BBa_C0080";"2853--3792";"brick";5896
"BBa_J24764";"BBa_J24704";"4980--5896";"brick";5896
"BBa_J24764";"BBa_J24702";"1887--2764";"brick";5896
"BBa_J24764";"BBa_E0032";"4998--5759";"brick";5896
"BBa_J24764";"BBa_J06505";"1905--2627";"brick";5896
"BBa_J24764";"BBa_J24687";"1175--1878";"brick";5896
"BBa_J24764";"BBa_C0040";"1194--1878";"brick";5896
"BBa_J24764";"BBa_R0010";"1--200";"brick";5896
"BBa_J24764";"BBa_B0010";"2636--2715";"brick";5896
"BBa_J24764";"BBa_B0010";"5768--5847";"brick";5896
"BBa_J24764";"BBa_R0040";"2773--2826";"brick";5896
"BBa_J24764";"BBa_B0012";"2724--2764";"brick";5896
"BBa_J24764";"BBa_B0012";"5856--5896";"brick";5896
"BBa_J24764";"BBa_B0032";"1175--1187";"brick";5896
"BBa_J24764";"BBa_B0034";"209--220";"brick";5896
"BBa_J24764";"BBa_B0034";"1887--1898";"brick";5896
"BBa_J24764";"BBa_B0034";"2835--2846";"brick";5896
"BBa_J24764";"BBa_B0034";"3801--3812";"brick";5896
"BBa_J24764";"BBa_B0034";"4980--4991";"brick";5896
"BBa_J24765";"BBa_J24729";"2772--5897";"brick";5897
"BBa_J24765";"BBa_J24722";"1--2763";"brick";5897
"BBa_J24765";"BBa_J24711";"3800--5897";"brick";5897
"BBa_J24765";"BBa_J24707";"1175--2763";"brick";5897
"BBa_J24765";"BBa_J24683";"3800--4972";"brick";5897
"BBa_J24765";"BBa_J24693";"1--1166";"brick";5897
"BBa_J24765";"BBa_C0012";"3820--4947";"brick";5897
"BBa_J24765";"BBa_J24696";"2772--3791";"brick";5897
"BBa_J24765";"BBa_J24682";"2834--3791";"brick";5897
"BBa_J24765";"BBa_C0080";"227--1166";"brick";5897
"BBa_J24765";"BBa_C0080";"2852--3791";"brick";5897
"BBa_J24765";"BBa_J24704";"4981--5897";"brick";5897
"BBa_J24765";"BBa_J24702";"1886--2763";"brick";5897
"BBa_J24765";"BBa_E0032";"4999--5760";"brick";5897
"BBa_J24765";"BBa_J06505";"1904--2626";"brick";5897
"BBa_J24765";"BBa_J24688";"1175--1877";"brick";5897
"BBa_J24765";"BBa_C0040";"1193--1877";"brick";5897
"BBa_J24765";"BBa_R0010";"1--200";"brick";5897
"BBa_J24765";"BBa_B0010";"2635--2714";"brick";5897
"BBa_J24765";"BBa_B0010";"5769--5848";"brick";5897
"BBa_J24765";"BBa_R0040";"2772--2825";"brick";5897
"BBa_J24765";"BBa_B0012";"2723--2763";"brick";5897
"BBa_J24765";"BBa_B0012";"5857--5897";"brick";5897
"BBa_J24765";"BBa_B0031";"3800--3813";"brick";5897
"BBa_J24765";"BBa_B0034";"209--220";"brick";5897
"BBa_J24765";"BBa_B0034";"1175--1186";"brick";5897
"BBa_J24765";"BBa_B0034";"1886--1897";"brick";5897
"BBa_J24765";"BBa_B0034";"2834--2845";"brick";5897
"BBa_J24765";"BBa_B0034";"4981--4992";"brick";5897
"BBa_J24766";"BBa_J24730";"2772--5896";"brick";5896
"BBa_J24766";"BBa_J24722";"1--2763";"brick";5896
"BBa_J24766";"BBa_J24712";"3800--5896";"brick";5896
"BBa_J24766";"BBa_J24707";"1175--2763";"brick";5896
"BBa_J24766";"BBa_J24684";"3800--4971";"brick";5896
"BBa_J24766";"BBa_J24693";"1--1166";"brick";5896
"BBa_J24766";"BBa_C0012";"3819--4946";"brick";5896
"BBa_J24766";"BBa_J24696";"2772--3791";"brick";5896
"BBa_J24766";"BBa_J24682";"2834--3791";"brick";5896
"BBa_J24766";"BBa_C0080";"227--1166";"brick";5896
"BBa_J24766";"BBa_C0080";"2852--3791";"brick";5896
"BBa_J24766";"BBa_J24704";"4980--5896";"brick";5896
"BBa_J24766";"BBa_J24702";"1886--2763";"brick";5896
"BBa_J24766";"BBa_E0032";"4998--5759";"brick";5896
"BBa_J24766";"BBa_J06505";"1904--2626";"brick";5896
"BBa_J24766";"BBa_J24688";"1175--1877";"brick";5896
"BBa_J24766";"BBa_C0040";"1193--1877";"brick";5896
"BBa_J24766";"BBa_R0010";"1--200";"brick";5896
"BBa_J24766";"BBa_B0010";"2635--2714";"brick";5896
"BBa_J24766";"BBa_B0010";"5768--5847";"brick";5896
"BBa_J24766";"BBa_R0040";"2772--2825";"brick";5896
"BBa_J24766";"BBa_B0012";"2723--2763";"brick";5896
"BBa_J24766";"BBa_B0012";"5856--5896";"brick";5896
"BBa_J24766";"BBa_B0032";"3800--3812";"brick";5896
"BBa_J24766";"BBa_B0034";"209--220";"brick";5896
"BBa_J24766";"BBa_B0034";"1175--1186";"brick";5896
"BBa_J24766";"BBa_B0034";"1886--1897";"brick";5896
"BBa_J24766";"BBa_B0034";"2834--2845";"brick";5896
"BBa_J24766";"BBa_B0034";"4980--4991";"brick";5896
"BBa_J24767";"BBa_J24731";"2772--5895";"brick";5895
"BBa_J24767";"BBa_J24722";"1--2763";"brick";5895
"BBa_J24767";"BBa_J24713";"3800--5895";"brick";5895
"BBa_J24767";"BBa_J24707";"1175--2763";"brick";5895
"BBa_J24767";"BBa_J24685";"3800--4970";"brick";5895
"BBa_J24767";"BBa_J24693";"1--1166";"brick";5895
"BBa_J24767";"BBa_C0012";"3818--4945";"brick";5895
"BBa_J24767";"BBa_J24696";"2772--3791";"brick";5895
"BBa_J24767";"BBa_J24682";"2834--3791";"brick";5895
"BBa_J24767";"BBa_C0080";"227--1166";"brick";5895
"BBa_J24767";"BBa_C0080";"2852--3791";"brick";5895
"BBa_J24767";"BBa_J24704";"4979--5895";"brick";5895
"BBa_J24767";"BBa_J24702";"1886--2763";"brick";5895
"BBa_J24767";"BBa_E0032";"4997--5758";"brick";5895
"BBa_J24767";"BBa_J06505";"1904--2626";"brick";5895
"BBa_J24767";"BBa_J24688";"1175--1877";"brick";5895
"BBa_J24767";"BBa_C0040";"1193--1877";"brick";5895
"BBa_J24767";"BBa_R0010";"1--200";"brick";5895
"BBa_J24767";"BBa_B0010";"2635--2714";"brick";5895
"BBa_J24767";"BBa_B0010";"5767--5846";"brick";5895
"BBa_J24767";"BBa_R0040";"2772--2825";"brick";5895
"BBa_J24767";"BBa_B0012";"2723--2763";"brick";5895
"BBa_J24767";"BBa_B0012";"5855--5895";"brick";5895
"BBa_J24767";"BBa_B0034";"209--220";"brick";5895
"BBa_J24767";"BBa_B0034";"1175--1186";"brick";5895
"BBa_J24767";"BBa_B0034";"1886--1897";"brick";5895
"BBa_J24767";"BBa_B0034";"2834--2845";"brick";5895
"BBa_J24767";"BBa_B0034";"3800--3811";"brick";5895
"BBa_J24767";"BBa_B0034";"4979--4990";"brick";5895
"BBa_J24768";"BBa_J24741";"1--5903";"brick";9940
"BBa_J24768";"BBa_J24732";"5912--9940";"brick";9940
"BBa_J24768";"BBa_J24723";"2776--5903";"brick";9940
"BBa_J24768";"BBa_J24714";"1--2767";"brick";9940
"BBa_J24768";"BBa_J24697";"5912--8302";"brick";9940
"BBa_J24768";"BBa_J24711";"3806--5903";"brick";9940
"BBa_J24768";"BBa_J24708";"8311--9940";"brick";9940
"BBa_J24768";"BBa_J24705";"1177--2767";"brick";9940
"BBa_J24768";"BBa_I0500";"5912--7121";"brick";9940
"BBa_J24768";"BBa_J24683";"3806--4978";"brick";9940
"BBa_J24768";"BBa_J24683";"7130--8302";"brick";9940
"BBa_J24768";"BBa_J24691";"1--1168";"brick";9940
"BBa_J24768";"BBa_C0012";"3826--4953";"brick";9940
"BBa_J24768";"BBa_C0012";"7150--8277";"brick";9940
"BBa_J24768";"BBa_J24694";"2776--3797";"brick";9940
"BBa_J24768";"BBa_C0080";"229--1168";"brick";9940
"BBa_J24768";"BBa_C0080";"2858--3797";"brick";9940
"BBa_J24768";"BBa_J24704";"4987--5903";"brick";9940
"BBa_J24768";"BBa_J24703";"9024--9940";"brick";9940
"BBa_J24768";"BBa_J24702";"1890--2767";"brick";9940
"BBa_J24768";"BBa_E0032";"5005--5766";"brick";9940
"BBa_J24768";"BBa_E0022";"9042--9803";"brick";9940
"BBa_J24768";"BBa_J06505";"1908--2630";"brick";9940
"BBa_J24768";"BBa_J24686";"1177--1881";"brick";9940
"BBa_J24768";"BBa_J24686";"8311--9015";"brick";9940
"BBa_J24768";"BBa_C0040";"1197--1881";"brick";9940
"BBa_J24768";"BBa_C0040";"8331--9015";"brick";9940
"BBa_J24768";"BBa_R0010";"1--200";"brick";9940
"BBa_J24768";"BBa_B0010";"2639--2718";"brick";9940
"BBa_J24768";"BBa_B0010";"5775--5854";"brick";9940
"BBa_J24768";"BBa_B0010";"9812--9891";"brick";9940
"BBa_J24768";"BBa_R0040";"2776--2829";"brick";9940
"BBa_J24768";"BBa_B0012";"2727--2767";"brick";9940
"BBa_J24768";"BBa_B0012";"5863--5903";"brick";9940
"BBa_J24768";"BBa_B0012";"9900--9940";"brick";9940
"BBa_J24768";"BBa_B0031";"209--222";"brick";9940
"BBa_J24768";"BBa_B0031";"1177--1190";"brick";9940
"BBa_J24768";"BBa_B0031";"2838--2851";"brick";9940
"BBa_J24768";"BBa_B0031";"3806--3819";"brick";9940
"BBa_J24768";"BBa_B0031";"7130--7143";"brick";9940
"BBa_J24768";"BBa_B0031";"8311--8324";"brick";9940
"BBa_J24768";"BBa_B0034";"1890--1901";"brick";9940
"BBa_J24768";"BBa_B0034";"4987--4998";"brick";9940
"BBa_J24768";"BBa_B0034";"9024--9035";"brick";9940
"BBa_J24769";"BBa_J24745";"1--5902";"brick";9938
"BBa_J24769";"BBa_J24733";"5911--9938";"brick";9938
"BBa_J24769";"BBa_J24723";"2775--5902";"brick";9938
"BBa_J24769";"BBa_J24715";"1--2766";"brick";9938
"BBa_J24769";"BBa_J24697";"5911--8301";"brick";9938
"BBa_J24769";"BBa_J24711";"3805--5902";"brick";9938
"BBa_J24769";"BBa_J24709";"8310--9938";"brick";9938
"BBa_J24769";"BBa_J24706";"1177--2766";"brick";9938
"BBa_J24769";"BBa_I0500";"5911--7120";"brick";9938
"BBa_J24769";"BBa_J24683";"3805--4977";"brick";9938
"BBa_J24769";"BBa_J24683";"7129--8301";"brick";9938
"BBa_J24769";"BBa_J24691";"1--1168";"brick";9938
"BBa_J24769";"BBa_C0012";"3825--4952";"brick";9938
"BBa_J24769";"BBa_C0012";"7149--8276";"brick";9938
"BBa_J24769";"BBa_J24694";"2775--3796";"brick";9938
"BBa_J24769";"BBa_C0080";"229--1168";"brick";9938
"BBa_J24769";"BBa_C0080";"2857--3796";"brick";9938
"BBa_J24769";"BBa_J24704";"4986--5902";"brick";9938
"BBa_J24769";"BBa_J24703";"9022--9938";"brick";9938
"BBa_J24769";"BBa_J24702";"1889--2766";"brick";9938
"BBa_J24769";"BBa_E0032";"5004--5765";"brick";9938
"BBa_J24769";"BBa_E0022";"9040--9801";"brick";9938
"BBa_J24769";"BBa_J06505";"1907--2629";"brick";9938
"BBa_J24769";"BBa_J24687";"1177--1880";"brick";9938
"BBa_J24769";"BBa_J24687";"8310--9013";"brick";9938
"BBa_J24769";"BBa_C0040";"1196--1880";"brick";9938
"BBa_J24769";"BBa_C0040";"8329--9013";"brick";9938
"BBa_J24769";"BBa_R0010";"1--200";"brick";9938
"BBa_J24769";"BBa_B0010";"2638--2717";"brick";9938
"BBa_J24769";"BBa_B0010";"5774--5853";"brick";9938
"BBa_J24769";"BBa_B0010";"9810--9889";"brick";9938
"BBa_J24769";"BBa_R0040";"2775--2828";"brick";9938
"BBa_J24769";"BBa_B0012";"2726--2766";"brick";9938
"BBa_J24769";"BBa_B0012";"5862--5902";"brick";9938
"BBa_J24769";"BBa_B0012";"9898--9938";"brick";9938
"BBa_J24769";"BBa_B0031";"209--222";"brick";9938
"BBa_J24769";"BBa_B0031";"2837--2850";"brick";9938
"BBa_J24769";"BBa_B0031";"3805--3818";"brick";9938
"BBa_J24769";"BBa_B0031";"7129--7142";"brick";9938
"BBa_J24769";"BBa_B0032";"1177--1189";"brick";9938
"BBa_J24769";"BBa_B0032";"8310--8322";"brick";9938
"BBa_J24769";"BBa_B0034";"1889--1900";"brick";9938
"BBa_J24769";"BBa_B0034";"4986--4997";"brick";9938
"BBa_J24769";"BBa_B0034";"9022--9033";"brick";9938
"BBa_J24772";"BBa_J24748";"1--5901";"brick";9936
"BBa_J24772";"BBa_J24734";"5910--9936";"brick";9936
"BBa_J24772";"BBa_J24723";"2774--5901";"brick";9936
"BBa_J24772";"BBa_J24716";"1--2765";"brick";9936
"BBa_J24772";"BBa_J24697";"5910--8300";"brick";9936
"BBa_J24772";"BBa_J24711";"3804--5901";"brick";9936
"BBa_J24772";"BBa_J24710";"8309--9936";"brick";9936
"BBa_J24772";"BBa_J24707";"1177--2765";"brick";9936
"BBa_J24772";"BBa_I0500";"5910--7119";"brick";9936
"BBa_J24772";"BBa_J24683";"3804--4976";"brick";9936
"BBa_J24772";"BBa_J24683";"7128--8300";"brick";9936
"BBa_J24772";"BBa_J24691";"1--1168";"brick";9936
"BBa_J24772";"BBa_C0012";"3824--4951";"brick";9936
"BBa_J24772";"BBa_C0012";"7148--8275";"brick";9936
"BBa_J24772";"BBa_J24694";"2774--3795";"brick";9936
"BBa_J24772";"BBa_C0080";"229--1168";"brick";9936
"BBa_J24772";"BBa_C0080";"2856--3795";"brick";9936
"BBa_J24772";"BBa_J24704";"4985--5901";"brick";9936
"BBa_J24772";"BBa_J24703";"9020--9936";"brick";9936
"BBa_J24772";"BBa_J24702";"1888--2765";"brick";9936
"BBa_J24772";"BBa_E0032";"5003--5764";"brick";9936
"BBa_J24772";"BBa_E0022";"9038--9799";"brick";9936
"BBa_J24772";"BBa_J06505";"1906--2628";"brick";9936
"BBa_J24772";"BBa_J24688";"1177--1879";"brick";9936
"BBa_J24772";"BBa_J24688";"8309--9011";"brick";9936
"BBa_J24772";"BBa_C0040";"1195--1879";"brick";9936
"BBa_J24772";"BBa_C0040";"8327--9011";"brick";9936
"BBa_J24772";"BBa_R0010";"1--200";"brick";9936
"BBa_J24772";"BBa_B0010";"2637--2716";"brick";9936
"BBa_J24772";"BBa_B0010";"5773--5852";"brick";9936
"BBa_J24772";"BBa_B0010";"9808--9887";"brick";9936
"BBa_J24772";"BBa_R0040";"2774--2827";"brick";9936
"BBa_J24772";"BBa_B0012";"2725--2765";"brick";9936
"BBa_J24772";"BBa_B0012";"5861--5901";"brick";9936
"BBa_J24772";"BBa_B0012";"9896--9936";"brick";9936
"BBa_J24772";"BBa_B0031";"209--222";"brick";9936
"BBa_J24772";"BBa_B0031";"2836--2849";"brick";9936
"BBa_J24772";"BBa_B0031";"3804--3817";"brick";9936
"BBa_J24772";"BBa_B0031";"7128--7141";"brick";9936
"BBa_J24772";"BBa_B0034";"1177--1188";"brick";9936
"BBa_J24772";"BBa_B0034";"1888--1899";"brick";9936
"BBa_J24772";"BBa_B0034";"4985--4996";"brick";9936
"BBa_J24772";"BBa_B0034";"8309--8320";"brick";9936
"BBa_J24772";"BBa_B0034";"9020--9031";"brick";9936
"BBa_J24773";"BBa_J24743";"1--5902";"brick";9938
"BBa_J24773";"BBa_J24735";"5911--9938";"brick";9938
"BBa_J24773";"BBa_J24724";"2776--5902";"brick";9938
"BBa_J24773";"BBa_J24714";"1--2767";"brick";9938
"BBa_J24773";"BBa_J24698";"5911--8300";"brick";9938
"BBa_J24773";"BBa_J24712";"3806--5902";"brick";9938
"BBa_J24773";"BBa_J24708";"8309--9938";"brick";9938
"BBa_J24773";"BBa_J24705";"1177--2767";"brick";9938
"BBa_J24773";"BBa_I0500";"5911--7120";"brick";9938
"BBa_J24773";"BBa_J24684";"3806--4977";"brick";9938
"BBa_J24773";"BBa_J24684";"7129--8300";"brick";9938
"BBa_J24773";"BBa_J24691";"1--1168";"brick";9938
"BBa_J24773";"BBa_C0012";"3825--4952";"brick";9938
"BBa_J24773";"BBa_C0012";"7148--8275";"brick";9938
"BBa_J24773";"BBa_J24694";"2776--3797";"brick";9938
"BBa_J24773";"BBa_C0080";"229--1168";"brick";9938
"BBa_J24773";"BBa_C0080";"2858--3797";"brick";9938
"BBa_J24773";"BBa_J24704";"4986--5902";"brick";9938
"BBa_J24773";"BBa_J24703";"9022--9938";"brick";9938
"BBa_J24773";"BBa_J24702";"1890--2767";"brick";9938
"BBa_J24773";"BBa_E0032";"5004--5765";"brick";9938
"BBa_J24773";"BBa_E0022";"9040--9801";"brick";9938
"BBa_J24773";"BBa_J06505";"1908--2630";"brick";9938
"BBa_J24773";"BBa_J24686";"1177--1881";"brick";9938
"BBa_J24773";"BBa_J24686";"8309--9013";"brick";9938
"BBa_J24773";"BBa_C0040";"1197--1881";"brick";9938
"BBa_J24773";"BBa_C0040";"8329--9013";"brick";9938
"BBa_J24773";"BBa_R0010";"1--200";"brick";9938
"BBa_J24773";"BBa_B0010";"2639--2718";"brick";9938
"BBa_J24773";"BBa_B0010";"5774--5853";"brick";9938
"BBa_J24773";"BBa_B0010";"9810--9889";"brick";9938
"BBa_J24773";"BBa_R0040";"2776--2829";"brick";9938
"BBa_J24773";"BBa_B0012";"2727--2767";"brick";9938
"BBa_J24773";"BBa_B0012";"5862--5902";"brick";9938
"BBa_J24773";"BBa_B0012";"9898--9938";"brick";9938
"BBa_J24773";"BBa_B0031";"209--222";"brick";9938
"BBa_J24773";"BBa_B0031";"1177--1190";"brick";9938
"BBa_J24773";"BBa_B0031";"2838--2851";"brick";9938
"BBa_J24773";"BBa_B0031";"8309--8322";"brick";9938
"BBa_J24773";"BBa_B0032";"3806--3818";"brick";9938
"BBa_J24773";"BBa_B0032";"7129--7141";"brick";9938
"BBa_J24773";"BBa_B0034";"1890--1901";"brick";9938
"BBa_J24773";"BBa_B0034";"4986--4997";"brick";9938
"BBa_J24773";"BBa_B0034";"9022--9033";"brick";9938
"BBa_J24774";"BBa_J24746";"1--5901";"brick";9936
"BBa_J24774";"BBa_J24736";"5910--9936";"brick";9936
"BBa_J24774";"BBa_J24724";"2775--5901";"brick";9936
"BBa_J24774";"BBa_J24715";"1--2766";"brick";9936
"BBa_J24774";"BBa_J24698";"5910--8299";"brick";9936
"BBa_J24774";"BBa_J24712";"3805--5901";"brick";9936
"BBa_J24774";"BBa_J24709";"8308--9936";"brick";9936
"BBa_J24774";"BBa_J24706";"1177--2766";"brick";9936
"BBa_J24774";"BBa_I0500";"5910--7119";"brick";9936
"BBa_J24774";"BBa_J24684";"3805--4976";"brick";9936
"BBa_J24774";"BBa_J24684";"7128--8299";"brick";9936
"BBa_J24774";"BBa_J24691";"1--1168";"brick";9936
"BBa_J24774";"BBa_C0012";"3824--4951";"brick";9936
"BBa_J24774";"BBa_C0012";"7147--8274";"brick";9936
"BBa_J24774";"BBa_J24694";"2775--3796";"brick";9936
"BBa_J24774";"BBa_C0080";"229--1168";"brick";9936
"BBa_J24774";"BBa_C0080";"2857--3796";"brick";9936
"BBa_J24774";"BBa_J24704";"4985--5901";"brick";9936
"BBa_J24774";"BBa_J24703";"9020--9936";"brick";9936
"BBa_J24774";"BBa_J24702";"1889--2766";"brick";9936
"BBa_J24774";"BBa_E0032";"5003--5764";"brick";9936
"BBa_J24774";"BBa_E0022";"9038--9799";"brick";9936
"BBa_J24774";"BBa_J06505";"1907--2629";"brick";9936
"BBa_J24774";"BBa_J24687";"1177--1880";"brick";9936
"BBa_J24774";"BBa_J24687";"8308--9011";"brick";9936
"BBa_J24774";"BBa_C0040";"1196--1880";"brick";9936
"BBa_J24774";"BBa_C0040";"8327--9011";"brick";9936
"BBa_J24774";"BBa_R0010";"1--200";"brick";9936
"BBa_J24774";"BBa_B0010";"2638--2717";"brick";9936
"BBa_J24774";"BBa_B0010";"5773--5852";"brick";9936
"BBa_J24774";"BBa_B0010";"9808--9887";"brick";9936
"BBa_J24774";"BBa_R0040";"2775--2828";"brick";9936
"BBa_J24774";"BBa_B0012";"2726--2766";"brick";9936
"BBa_J24774";"BBa_B0012";"5861--5901";"brick";9936
"BBa_J24774";"BBa_B0012";"9896--9936";"brick";9936
"BBa_J24774";"BBa_B0031";"209--222";"brick";9936
"BBa_J24774";"BBa_B0031";"2837--2850";"brick";9936
"BBa_J24774";"BBa_B0032";"1177--1189";"brick";9936
"BBa_J24774";"BBa_B0032";"3805--3817";"brick";9936
"BBa_J24774";"BBa_B0032";"7128--7140";"brick";9936
"BBa_J24774";"BBa_B0032";"8308--8320";"brick";9936
"BBa_J24774";"BBa_B0034";"1889--1900";"brick";9936
"BBa_J24774";"BBa_B0034";"4985--4996";"brick";9936
"BBa_J24774";"BBa_B0034";"9020--9031";"brick";9936
